id,trial,clock
9,0,107240
9,1,98449
9,2,99357
9,3,98644
9,4,105584
9,5,104780
9,6,103168
9,7,103078
9,8,99058
9,9,98527
10,0,126841
10,1,126208
10,2,127945
10,3,125897
10,4,126628
10,5,126570
10,6,126026
10,7,127610
10,8,126584
10,9,128062
11,0,101087
11,1,99896
11,2,99676
11,3,98392
11,4,99866
11,5,98432
11,6,99804
11,7,99892
11,8,98977
11,9,98343
